research_area_id,member_id,area,normalized_area,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
rea_63b67bcd2f,mem_c162955191,comparative physiology,comparative physiology,3,both,yes,yes,no
rea_8546fbdc5d,mem_c162955191,translation and drug discovery,translation and drug discovery,4,both,yes,yes,no
rea_8c69bdf060,mem_c162955191,functional optical coherence tomography (foct),functional optical coherence tomography foct,5,both,yes,yes,no
rea_b71e9191e1,mem_c162955191,developing novel experimental preparations,developing novel experimental preparations,6,both,yes,yes,no
rea_6cca44dddd,mem_c162955191,medical technologies for monitoring physiological function (e,medical technologies for monitoring physiological function e,7,both,yes,yes,no
rea_b1a592a700,mem_c162955191,how the nervous system controls the cardiorespiratory system,how the nervous system controls the cardiorespiratory system,8,both,yes,yes,no
rea_abf20a4f60,mem_c162955191,one of the nervous systems most important roles,one of the nervous systems most important roles,9,both,yes,yes,no
rea_d4b1104199,mem_c162955191,cardiorespiratory control: neuronal circuits and cellular sensors,cardiorespiratory control neuronal circuits and cellular sensors,10,both,yes,yes,no
rea_ec7f01e2a1,mem_c162955191,sleep apnea,sleep apnea,35,both,yes,yes,no
rea_be3b4ac74c,mem_c162955191,spinal cord injury,spinal cord injury,36,both,yes,yes,no
rea_059aef2926,mem_c162955191,asthma pharmaceutical therapy: neo6860 www,asthma pharmaceutical therapy neo6860 www,42,both,yes,yes,no
rea_c8520fb1a4,mem_c162955191,more information founder,more information founder,12,permissive_only,no,yes,yes
rea_e9303f91a2,mem_bdcc331ca3,stroke,stroke,0,both,yes,yes,no
rea_1d780e3b62,mem_0ba27398f2,autism,autism,0,both,yes,yes,no
rea_93fda536c5,mem_0ba27398f2,developmental origins of neuroplasticity,developmental origins of neuroplasticity,1,both,yes,yes,no
rea_3199c17b33,mem_0ba27398f2,susceptibility for neurodevelopmental disorders,susceptibility for neurodevelopmental disorders,3,both,yes,yes,no
rea_0379fb753e,mem_0ba27398f2,early developmental programming events,early developmental programming events,2,permissive_only,no,yes,yes
rea_c132d5f8ce,mem_0ba27398f2,neuroplasticity neurodevelopment activities dr,neuroplasticity neurodevelopment activities dr,4,permissive_only,no,yes,yes
rea_62f87b9f91,mem_0ba27398f2,mychasiuk’s key research interests are in the area of developmental origins of neuroplasticity,mychasiuk s key research interests are in the area of developmental origins of neuroplasticity,5,permissive_only,no,yes,yes
rea_f407e58f29,mem_0ba27398f2,es on the relationship between early developmental programming events and susceptibility for neurodevelopmental disorders,es on the relationship between early developmental programming events and susceptibility for neurodevelopmental disorders,6,permissive_only,no,yes,yes
rea_595f4ca778,mem_0ba27398f2,research neuroplasticity neurodevelopment activities dr,research neuroplasticity neurodevelopment activities dr,7,permissive_only,no,yes,yes
rea_52e1856530,mem_f082dc6264,health inequities research,health inequities research,0,both,yes,yes,no
rea_274749bd9c,mem_f082dc6264,mental health,mental health,1,both,yes,yes,no
rea_1406cc727c,mem_f082dc6264,stress,stress,2,both,yes,yes,no
rea_ed05180c96,mem_f082dc6264,indigenous health,indigenous health,3,both,yes,yes,no
rea_2de141b447,mem_f082dc6264,population health,population health,4,both,yes,yes,no
rea_65b4584b64,mem_f082dc6264,clinical intervention research,clinical intervention research,5,both,yes,yes,no
rea_0405ef587a,mem_f082dc6264,youth mental health,youth mental health,6,both,yes,yes,no
rea_49622894cd,mem_f082dc6264,focuses primarily on indigenous health,focuses primarily on indigenous health,28,both,yes,yes,no
rea_bec137db2e,mem_f082dc6264,namely around sexual health,namely around sexual health,29,both,yes,yes,no
rea_db3664a840,mem_f082dc6264,inuit health branch of health canada,inuit health branch of health canada,30,both,yes,yes,no
rea_5417164c14,mem_f082dc6264,indigenous health strategic clinical network,indigenous health strategic clinical network,31,both,yes,yes,no
rea_6c8e27fade,mem_f082dc6264,background is in the social sciences and health inequities research,background is in the social sciences and health inequities research,7,permissive_only,no,yes,yes
rea_a7a6e7b06b,mem_f082dc6264,program focuses primarily on indigenous health,program focuses primarily on indigenous health,8,permissive_only,no,yes,yes
rea_4fde0ad58d,mem_f082dc6264,chronic disease,chronic disease,12,permissive_only,no,yes,yes
rea_5d6f013c23,mem_0b284f6c80,clinical neurosciences,clinical neurosciences,0,both,yes,yes,no
rea_18c4518727,mem_0b284f6c80,mr imaging,mr imaging,1,both,yes,yes,no
rea_6a651a3a7c,mem_0b284f6c80,sevick currently practices diagnostic neuroradiology,sevick currently practices diagnostic neuroradiology,2,both,yes,yes,no
rea_a40d29305b,mem_0b284f6c80,interventional spine therapy in calgary,interventional spine therapy in calgary,3,both,yes,yes,no
rea_64c2a81baa,mem_e5d438a73d,drug interactions of a single molecule,drug interactions of a single molecule,0,both,yes,yes,no
rea_1cecc1fc9f,mem_e5d438a73d,from single channels reconstituted into lipid bilayers,from single channels reconstituted into lipid bilayers,1,both,yes,yes,no
rea_900210bf71,mem_e5d438a73d,drug interactions,drug interactions,2,both,yes,yes,no
rea_7aa4af3d9e,mem_e5d438a73d,variants of these toxins,variants of these toxins,3,both,yes,yes,no
rea_559ac12b09,mem_e5d438a73d,molecular mechanisms,molecular mechanisms,4,both,yes,yes,no
rea_83dfacaa2f,mem_e5d438a73d,molecular mechanisms among proteins,molecular mechanisms among proteins,9,both,yes,yes,no
rea_48bb24dfa8,mem_e5d438a73d,research molecular mechanisms among proteins,research molecular mechanisms among proteins,6,permissive_only,no,yes,yes
rea_e350f58450,mem_dd9d2855a1,machine learning,machine learning,0,both,yes,yes,no
rea_1b591d488c,mem_dd9d2855a1,computer vision,computer vision,1,both,yes,yes,no
rea_f1401d0b3c,mem_dd9d2855a1,medical imaging,medical imaging,2,both,yes,yes,no
rea_f51c7090e3,mem_dd9d2855a1,ageing and dementia,ageing and dementia,3,both,yes,yes,no
rea_cdd1d11614,mem_dd9d2855a1,stroke,stroke,9,both,yes,yes,no
rea_ae1b0126eb,mem_e3c0beb5a0,environmental toxins,environmental toxins,0,both,yes,yes,no
rea_0446a45ca0,mem_e11e633737,mental health,mental health,0,both,yes,yes,no
rea_c3774c6053,mem_e11e633737,pain,pain,1,both,yes,yes,no
rea_bf2696aab5,mem_e11e633737,chronic opioid therapy,chronic opioid therapy,2,both,yes,yes,no
rea_5e7655aa21,mem_e11e633737,opioid use disorder,opioid use disorder,3,both,yes,yes,no
rea_a3206d58a7,mem_e11e633737,migraine,migraine,4,both,yes,yes,no
rea_30a811aca2,mem_e11e633737,post-traumatic stress disorder,post traumatic stress disorder,28,both,yes,yes,no
rea_8880c25950,mem_e11e633737,depression,depression,30,both,yes,yes,no
rea_a817bf6a31,mem_e11e633737,current recipient of suap grant with health canada for indigenous opioid use disorder treatment,current recipient of suap grant with health canada for indigenous opioid use disorder treatment,2,permissive_only,no,yes,yes
rea_795c8d3bf9,mem_53e913a810,dendritic cells,dendritic cells,0,both,yes,yes,no
rea_dbd695a9c6,mem_53e913a810,dissect pathways,dissect pathways,1,both,yes,yes,no
rea_899ad63086,mem_53e913a810,since phagosomes play key roles in numerous physiologies,since phagosomes play key roles in numerous physiologies,2,both,yes,yes,no
rea_adfcfafaab,mem_53e913a810,adaptive immunity with implications to aging,adaptive immunity with implications to aging,8,both,yes,yes,no
rea_9a78fe89d6,mem_53e913a810,infectious disease,infectious disease,9,both,yes,yes,no
rea_1a85c59c87,mem_53e913a810,autoimmune disorders,autoimmune disorders,10,both,yes,yes,no
rea_9c8f5ca359,mem_53e913a810,such as multiple sclerosis,such as multiple sclerosis,11,both,yes,yes,no
rea_d744b481aa,mem_53e913a810,excellence from the faculty of veterinary medicine,excellence from the faculty of veterinary medicine,12,both,yes,yes,no
rea_f30d8f7680,mem_38b1f148ac,mental health,mental health,0,both,yes,yes,no
rea_78be3d2cc4,mem_9a7286569d,traumatic brain injury,traumatic brain injury,0,both,yes,yes,no
rea_ccc1609141,mem_9a7286569d,brain injury,brain injury,1,both,yes,yes,no
rea_06d4b070c1,mem_9a7286569d,neuromuscular diseases,neuromuscular diseases,2,both,yes,yes,no
rea_c08731c4e8,mem_9a7286569d,neuromusculoskeletal disorders,neuromusculoskeletal disorders,3,both,yes,yes,no
rea_7eabf4a731,mem_9a7286569d,neuromuscular diseases with als in particular,neuromuscular diseases with als in particular,5,both,yes,yes,no
rea_dbed98dda1,mem_9a7286569d,use of ultrasound in neuromusculoskeletal disorders,use of ultrasound in neuromusculoskeletal disorders,6,both,yes,yes,no
rea_3106607073,mem_9a7286569d,has focused on brain injury,has focused on brain injury,19,both,yes,yes,no
rea_6d263f4c67,mem_60ca7c3bc6,dementia,dementia,0,both,yes,yes,no
rea_bee8ab2661,mem_60ca7c3bc6,stroke,stroke,1,both,yes,yes,no
rea_fa3ceaecd6,mem_60ca7c3bc6,fundamentals of synaptic plasticity,fundamentals of synaptic plasticity,2,both,yes,yes,no
rea_d35e90d0fd,mem_60ca7c3bc6,lab uses state of the art electrophysiology,lab uses state of the art electrophysiology,3,both,yes,yes,no
rea_51d483fd04,mem_60ca7c3bc6,molecular biology techniques to elucidate the diverse neuronal,molecular biology techniques to elucidate the diverse neuronal,4,both,yes,yes,no
rea_f333e125be,mem_60ca7c3bc6,pannexin-1 in cell death,pannexin 1 in cell death,5,both,yes,yes,no
rea_3aa1ae28c3,mem_60ca7c3bc6,how environmental,how environmental,17,both,yes,yes,no
rea_90540f5534,mem_60ca7c3bc6,glutamate receptors in neuronal death,glutamate receptors in neuronal death,19,both,yes,yes,no
rea_c1e73b90ef,mem_53d8f553c6,stroke,stroke,0,both,yes,yes,no
rea_2f172a0a74,mem_53d8f553c6,epidemiology,epidemiology,15,both,yes,yes,no
rea_79f06b8b4e,mem_544d7ede34,neuroscience - motor control,neuroscience motor control,0,both,yes,yes,no
rea_287fabaaab,mem_544d7ede34,motor neurons during voluntary movement,motor neurons during voluntary movement,2,both,yes,yes,no
rea_e0764c3ea4,mem_544d7ede34,both healthy older adults,both healthy older adults,3,both,yes,yes,no
rea_70bdf5dd7f,mem_544d7ede34,neuroscience - motor control activities dr,neuroscience motor control activities dr,11,both,yes,yes,no
rea_4214bf10a0,mem_544d7ede34,"individuals suffering from neurological disorders (e. g., diabetic",individuals suffering from neurological disorders e g diabetic,3,permissive_only,no,yes,yes
rea_906142ebaf,mem_544d7ede34,chronic disease,chronic disease,5,permissive_only,no,yes,yes
rea_336a56743c,mem_544d7ede34,track neurological function,track neurological function,6,permissive_only,no,yes,yes
rea_303be851d0,mem_cc41b0bf3b,endocytic tracking in neurons,endocytic tracking in neurons,0,both,yes,yes,no
rea_33e38261c7,mem_cc41b0bf3b,cell lines,cell lines,1,both,yes,yes,no
rea_6fa56603b6,mem_cc41b0bf3b,prion and prion-like diseases,prion and prion like diseases,2,both,yes,yes,no
rea_5e8189e569,mem_cc41b0bf3b,chronic disease,chronic disease,3,permissive_only,no,yes,yes
rea_032d60f9ce,mem_32fb421d6b,focused ultrasound as non-invasive treatment for brain disorders,focused ultrasound as non invasive treatment for brain disorders,0,both,yes,yes,no
rea_a51c19e511,mem_32fb421d6b,dementia,dementia,1,both,yes,yes,no
rea_9cc8dfdf94,mem_32fb421d6b,cognitive disorders,cognitive disorders,2,both,yes,yes,no
rea_493a978fb7,mem_32fb421d6b,epilepsy,epilepsy,3,both,yes,yes,no
rea_dd179eaafb,mem_32fb421d6b,mental health,mental health,4,both,yes,yes,no
rea_7a4fdca0c1,mem_32fb421d6b,depression,depression,5,both,yes,yes,no
rea_4260739eae,mem_32fb421d6b,development of magnetic resonance-guided techniques for the targeting,development of magnetic resonance guided techniques for the targeting,6,both,yes,yes,no
rea_bd738bdd98,mem_32fb421d6b,clinical translation of fus applications,clinical translation of fus applications,7,both,yes,yes,no
rea_9bbedd4e58,mem_32fb421d6b,treatment of brain disorders,treatment of brain disorders,23,both,yes,yes,no
rea_5e96f7d3b9,mem_32fb421d6b,clinical trials for very diversified indications,clinical trials for very diversified indications,29,both,yes,yes,no
rea_d386bf7190,mem_32fb421d6b,clinical neurosciences,clinical neurosciences,33,both,yes,yes,no
rea_830143a669,mem_32fb421d6b,rectal cancer,rectal cancer,34,both,yes,yes,no
rea_f0a56e76a2,mem_32fb421d6b,he comes with significant pre-clinical,he comes with significant pre clinical,35,both,yes,yes,no
rea_b6035d5c87,mem_32fb421d6b,monitoring of therapy based on fus,monitoring of therapy based on fus,36,both,yes,yes,no
rea_388f26e44d,mem_32fb421d6b,therapeutic tool for neuromodulation applications,therapeutic tool for neuromodulation applications,37,both,yes,yes,no
rea_edf18d0c0f,mem_935d12576d,brain tumour stem cell biology,brain tumour stem cell biology,0,both,yes,yes,no
rea_7e89584e33,mem_935d12576d,experimental therapeutics,experimental therapeutics,1,both,yes,yes,no
rea_41d9262a5f,mem_935d12576d,in the intact brain,in the intact brain,2,both,yes,yes,no
rea_5f7b6f4c11,mem_935d12576d,adult mammalian (from rodent to human) brain,adult mammalian from rodent to human brain,3,both,yes,yes,no
rea_ef2fe63b7e,mem_935d12576d,therapeutic resistance,therapeutic resistance,4,both,yes,yes,no
rea_5a91d2cf82,mem_935d12576d,genomic approaches,genomic approaches,6,both,yes,yes,no
rea_fd6f7e8cce,mem_935d12576d,therapeutic response in vitro,therapeutic response in vitro,7,both,yes,yes,no
rea_01b5674a49,mem_935d12576d,develop novel experimental therapeutics for the disease,develop novel experimental therapeutics for the disease,8,both,yes,yes,no
rea_12bca4f2de,mem_935d12576d,brain tumour stem cell biology experimental therapeutics,brain tumour stem cell biology experimental therapeutics,23,both,yes,yes,no
rea_42806d3c8e,mem_935d12576d,mental health care,mental health care,31,both,yes,yes,no
rea_f40922f661,mem_935d12576d,development for neurological disease therapies,development for neurological disease therapies,32,both,yes,yes,no
rea_f5c402fa72,mem_935d12576d,experimental therapeutic strategies for brain cancer,experimental therapeutic strategies for brain cancer,33,both,yes,yes,no
rea_87828a566a,mem_935d12576d,neural regeneration,neural regeneration,34,both,yes,yes,no
rea_6bedb3158b,mem_935d12576d,weiss worked with canadian brain health,weiss worked with canadian brain health,35,both,yes,yes,no
rea_63806a4cf6,mem_935d12576d,mental health,mental health,36,both,yes,yes,no
rea_6c31d55ba5,mem_935d12576d,substance use health,substance use health,37,both,yes,yes,no
rea_130e726369,mem_b8b5362a3f,epidemiology,epidemiology,0,both,yes,yes,no
rea_4e11d90205,mem_b8b5362a3f,epilepsy,epilepsy,1,both,yes,yes,no
rea_220b9e972d,mem_b8b5362a3f,health outcomes,health outcomes,2,both,yes,yes,no
rea_99f00373b4,mem_b8b5362a3f,population health,population health,3,both,yes,yes,no
rea_ee36ad1d22,mem_b8b5362a3f,outcomes research in clinical neurosciences,outcomes research in clinical neurosciences,4,both,yes,yes,no
rea_8b3edb9eb0,mem_b8b5362a3f,randomized neurosurgical trials,randomized neurosurgical trials,6,both,yes,yes,no
rea_6b512516c8,mem_587dff4153,attention deficit disorder,attention deficit disorder,0,both,yes,yes,no
rea_6a88f710a9,mem_587dff4153,autism,autism,1,both,yes,yes,no
rea_f60eca132f,mem_35a08188c0,pass this information on to the brain,pass this information on to the brain,0,both,yes,yes,no
rea_ac144adc46,mem_35a08188c0,occurs in a number of childhood disorders,occurs in a number of childhood disorders,1,both,yes,yes,no
rea_124cbed188,mem_35a08188c0,fetal alcohol spectrum disorder,fetal alcohol spectrum disorder,2,both,yes,yes,no
rea_384bbd9000,mem_35a08188c0,multiple sclerosis,multiple sclerosis,3,both,yes,yes,no
rea_15ac11fcf7,mem_35a08188c0,metabolic disorders such as type ii diabetes,metabolic disorders such as type ii diabetes,4,both,yes,yes,no
rea_dc24f751cc,mem_35a08188c0,pain,pain,22,both,yes,yes,no
rea_5103d021c3,mem_35a08188c0,pigmented cells (melanophores) of the skin,pigmented cells melanophores of the skin,23,both,yes,yes,no
rea_164955d18d,mem_35a08188c0,semaphorin regulation of retinal neurogenesis,semaphorin regulation of retinal neurogenesis,6,permissive_only,no,yes,yes
rea_4b03c90253,mem_35a08188c0,regeneration retinal degenerative diseases such as glaucoma,regeneration retinal degenerative diseases such as glaucoma,7,permissive_only,no,yes,yes
rea_5f8f27149c,mem_35a08188c0,diabetic retinopathy exhibit devastating vision loss,diabetic retinopathy exhibit devastating vision loss,8,permissive_only,no,yes,yes
rea_86c6689824,mem_35a08188c0,replace lost cells,replace lost cells,9,permissive_only,no,yes,yes
rea_475274a377,mem_35a08188c0,retinal degenerative diseases such as glaucoma,retinal degenerative diseases such as glaucoma,10,permissive_only,no,yes,yes
rea_110ca8eefa,mem_35a08188c0,environmental control of neural crest cell migration,environmental control of neural crest cell migration,11,permissive_only,no,yes,yes
rea_8b85e13fc3,mem_35a08188c0,environmental control of neural crest cell migration and proliferation,environmental control of neural crest cell migration and proliferation,12,permissive_only,no,yes,yes
rea_d1e7a8cb5b,mem_35a08188c0,spinal cord as undifferentiated,spinal cord as undifferentiated,13,permissive_only,no,yes,yes
rea_80a735d733,mem_35a08188c0,proliferative cells,proliferative cells,14,permissive_only,no,yes,yes
rea_806f4765cc,mem_35a08188c0,mature into specific cell types,mature into specific cell types,15,permissive_only,no,yes,yes
rea_9f1ddf8bc3,mem_c6249ccf21,cognition in pwms,cognition in pwms,0,both,yes,yes,no
rea_81c9bc2b61,mem_c6249ccf21,epidemiology,epidemiology,5,both,yes,yes,no
rea_4772dc85cf,mem_c6249ccf21,research cognition in pwms,research cognition in pwms,1,permissive_only,no,yes,yes
rea_5ea7a41113,mem_4f4215a32e,digital health,digital health,0,both,yes,yes,no
rea_b7039f6ffc,mem_4f4215a32e,digital biomarkers,digital biomarkers,2,both,yes,yes,no
rea_3440d9b959,mem_4f4215a32e,machine learning,machine learning,3,both,yes,yes,no
rea_561e790b48,mem_4f4215a32e,healthy aging,healthy aging,5,both,yes,yes,no
rea_0d9eb087c2,mem_4f4215a32e,driving behaviours,driving behaviours,9,both,yes,yes,no
rea_148c00cc65,mem_4f4215a32e,individuals with dementia,individuals with dementia,10,both,yes,yes,no
rea_40b9fdc743,mem_4f4215a32e,societies digital worlds health,societies digital worlds health,1,permissive_only,no,yes,yes
rea_97cbad3e61,mem_4f4215a32e,cities and societies digital worlds health and life,cities and societies digital worlds health and life,2,permissive_only,no,yes,yes
rea_5250e2c008,mem_4f4215a32e,health and life,health and life,3,permissive_only,no,yes,yes
rea_58b92be454,mem_4f4215a32e,alzheimer disease,alzheimer disease,4,permissive_only,no,yes,yes
rea_9694ee0bf6,mem_9afdacf59c,epidemiology,epidemiology,0,both,yes,yes,no
rea_38c738e846,mem_9afdacf59c,mental illness,mental illness,1,both,yes,yes,no
rea_7d6e583690,mem_9afdacf59c,population health,population health,2,both,yes,yes,no
rea_19faa6c14b,mem_9afdacf59c,depression,depression,3,both,yes,yes,no
rea_b46f1ee249,mem_9afdacf59c,bipolar disorder,bipolar disorder,4,both,yes,yes,no
rea_3e566e1eb1,mem_9afdacf59c,mood disorders,mood disorders,11,both,yes,yes,no
rea_1f2eeca4de,mem_aab2d35ab1,multiple sclerosis,multiple sclerosis,0,both,yes,yes,no
rea_2dd11ad287,mem_aab2d35ab1,pain,pain,1,both,yes,yes,no
rea_f135fb2e73,mem_aab2d35ab1,(1) objective quantification of of neurologic deficits,1 objective quantification of of neurologic deficits,2,both,yes,yes,no
rea_28915541c0,mem_aab2d35ab1,spinal cord injury,spinal cord injury,3,both,yes,yes,no
rea_f3d400f405,mem_aab2d35ab1,peripheral neuropathies. (2) symptom management in ms,peripheral neuropathies 2 symptom management in ms,4,permissive_only,no,yes,yes
rea_74482a7764,mem_53bdbb7000,parkinson disease,parkinson disease,0,both,yes,yes,no
rea_3cf1d0df72,mem_53bdbb7000,cell signaling,cell signaling,1,both,yes,yes,no
rea_2862fd907c,mem_53bdbb7000,cellular mechanisms underlying neurodegenerative disease,cellular mechanisms underlying neurodegenerative disease,2,both,yes,yes,no
rea_2720c33f7e,mem_53bdbb7000,prognostication of people with parkinson’s disease,prognostication of people with parkinson s disease,3,both,yes,yes,no
rea_aa42e52eb0,mem_418b15747e,neuroimaging,neuroimaging,0,both,yes,yes,no
rea_7ff54dad43,mem_418b15747e,stroke,stroke,1,both,yes,yes,no
rea_3aad6fc878,mem_eba13da887,determinants of health,determinants of health,0,both,yes,yes,no
rea_13b777e29b,mem_eba13da887,epidemiology,epidemiology,1,both,yes,yes,no
rea_80145b0d18,mem_eba13da887,health outcomes,health outcomes,2,both,yes,yes,no
rea_25cf04ea86,mem_eba13da887,pain,pain,3,both,yes,yes,no
rea_de743bf9e3,mem_eba13da887,migraine,migraine,4,both,yes,yes,no
rea_07e13c8951,mem_eba13da887,depression,depression,5,both,yes,yes,no
rea_8cb3435662,mem_eba13da887,novel neuromodulation,novel neuromodulation,6,both,yes,yes,no
rea_53e6918c9f,mem_eba13da887,mental health (i,mental health i,9,both,yes,yes,no
rea_e3c0396f41,mem_4598061484,direct measurements muscles,direct measurements muscles,0,both,yes,yes,no
rea_3f2122aae0,mem_4598061484,safe imaging technique,safe imaging technique,2,both,yes,yes,no
rea_69ebcd3782,mem_4598061484,lumbar paraspinal muscles for needle emg localization”,lumbar paraspinal muscles for needle emg localization,3,both,yes,yes,no
rea_6acea569ad,mem_4598061484,safety of the needle emg paraspinal exam,safety of the needle emg paraspinal exam,4,both,yes,yes,no
rea_5cda6968de,mem_4598061484,abnormal findings across different clinical syndromes,abnormal findings across different clinical syndromes,5,both,yes,yes,no
rea_50a6327be3,mem_4598061484,motor neuron disease,motor neuron disease,6,both,yes,yes,no
rea_4e34f09629,mem_4598061484,peripheral nervous system disorders and ultrasound imaging techniques,peripheral nervous system disorders and ultrasound imaging techniques,8,both,yes,yes,no
rea_42eb87adf9,mem_4598061484,peripheral nervous system disorders,peripheral nervous system disorders,16,both,yes,yes,no
rea_ddcddf7e8c,mem_4598061484,ultrasound imaging techniques,ultrasound imaging techniques,33,both,yes,yes,no
rea_dc1ae5bf45,mem_ff28df9a18,peripheral nerve regeneration,peripheral nerve regeneration,0,both,yes,yes,no
rea_bcfd763ea0,mem_ff28df9a18,mechanisms in multiple sclerosis,mechanisms in multiple sclerosis,3,both,yes,yes,no
rea_2ac0629656,mem_ff28df9a18,pain,pain,7,both,yes,yes,no
rea_cd68bd3d5e,mem_ff28df9a18,identifying endogenous protective mechanisms in multiple sclerosis,identifying endogenous protective mechanisms in multiple sclerosis,8,both,yes,yes,no
rea_fe2b173a98,mem_ff28df9a18,more information i am looking for graduate students,more information i am looking for graduate students,2,permissive_only,no,yes,yes
rea_3137be9831,mem_ff28df9a18,potential therapeutics we create,potential therapeutics we create,3,permissive_only,no,yes,yes
rea_6291a526bd,mem_7775deb1e5,mental health services,mental health services,0,both,yes,yes,no
rea_835b0094cf,mem_7775deb1e5,health services research,health services research,1,both,yes,yes,no
rea_956db375de,mem_7775deb1e5,epidemiology,epidemiology,2,both,yes,yes,no
rea_0e2c6dade5,mem_7775deb1e5,prevention of addicitive disorders in youth,prevention of addicitive disorders in youth,10,both,yes,yes,no
rea_48fdd8ef47,mem_7775deb1e5,system-level preformance measurement and studies of the treated prevalence of mental disorders,system level preformance measurement and studies of the treated prevalence of mental disorders,4,permissive_only,no,yes,yes
rea_df2d0f5508,mem_83852004c1,stroke,stroke,0,both,yes,yes,no
rea_0223ba2f7f,mem_6d98d2c6bc,environmental toxicology,environmental toxicology,1,both,yes,yes,no
rea_5bd5e3e8c8,mem_6d98d2c6bc,medical pharmacology,medical pharmacology,2,both,yes,yes,no
rea_f80f9cb302,mem_6d98d2c6bc,mature nervous systems,mature nervous systems,5,both,yes,yes,no
rea_90e04b6370,mem_6d98d2c6bc,"neuropharmacology, environmental toxicology, medical pharmacology, and anesthetic agents",neuropharmacology environmental toxicology medical pharmacology and anesthetic agents,2,permissive_only,no,yes,yes
rea_90adb0b2db,mem_6d98d2c6bc,research neuropharmacology,research neuropharmacology,3,permissive_only,no,yes,yes
rea_cc581de7d5,mem_6d98d2c6bc,"research areas of research neuropharmacology, environmental toxicology, medical pharmacology, and anesthetic agents",research areas of research neuropharmacology environmental toxicology medical pharmacology and anesthetic agents,4,permissive_only,no,yes,yes
rea_dcf27e0155,mem_65229f6177,investigating child mental health outcomes,investigating child mental health outcomes,0,both,yes,yes,no
rea_30a6dfb020,mem_65229f6177,caregiver-child attachment,caregiver child attachment,1,both,yes,yes,no
rea_b6fbf97d7f,mem_65229f6177,parenting behaviors,parenting behaviors,2,both,yes,yes,no
rea_7571b68372,mem_65229f6177,adversity on developmental outcomes,adversity on developmental outcomes,3,both,yes,yes,no
rea_5e824042d9,mem_65229f6177,implementing trauma-informed care approaches,implementing trauma informed care approaches,4,both,yes,yes,no
rea_dab0aa309e,mem_65229f6177,child development,child development,5,both,yes,yes,no
rea_619187778b,mem_65229f6177,digital health solutions,digital health solutions,6,both,yes,yes,no
rea_83a3edb82b,mem_65229f6177,knowledge translation,knowledge translation,7,both,yes,yes,no
rea_3dcadbe902,mem_65229f6177,child mental health,child mental health,9,both,yes,yes,no
rea_3dc2ccf415,mem_65229f6177,community partnerships and digital health solutions,community partnerships and digital health solutions,16,both,yes,yes,no
rea_73c0ad2257,mem_65229f6177,how it may support children’s learning and sense of connection,how it may support children s learning and sense of connection,2,permissive_only,no,yes,yes
rea_6d81df2af1,mem_65229f6177,how it may disrupt family interactions and contribute to children's developmental challenges,how it may disrupt family interactions and contribute to children s developmental challenges,3,permissive_only,no,yes,yes
rea_af423cf137,mem_65229f6177,"this focus includes developing and implementing accessible, evidence-based assessments and digital health solutions",this focus includes developing and implementing accessible evidence based assessments and digital health solutions,4,permissive_only,no,yes,yes
rea_96416eb844,mem_65229f6177,"she collaborates with practitioners, caregivers, youth, and community partners",she collaborates with practitioners caregivers youth and community partners,5,permissive_only,no,yes,yes
rea_75a9217251,mem_65229f6177,madigan serves on the editorial board for jama pediatrics and development & psychopathology,madigan serves on the editorial board for jama pediatrics and development psychopathology,6,permissive_only,no,yes,yes
rea_22c94c742b,mem_65229f6177,international advisory board for attachment and human development,international advisory board for attachment and human development,7,permissive_only,no,yes,yes
rea_de3379b2a2,mem_65229f6177,"child mental health, parenting, and parent-child relationships",child mental health parenting and parent child relationships,9,permissive_only,no,yes,yes
rea_114065b608,mem_65229f6177,"investigating child mental health outcomes, caregiver-child attachment, and parenting behaviors",investigating child mental health outcomes caregiver child attachment and parenting behaviors,13,permissive_only,no,yes,yes
rea_6d3976fd85,mem_65229f6177,cope with trauma,cope with trauma,18,permissive_only,no,yes,yes
rea_c96f116f72,mem_65229f6177,jama pediatrics,jama pediatrics,19,permissive_only,no,yes,yes
rea_5ede575d23,mem_65229f6177,development & psychopathology,development psychopathology,20,permissive_only,no,yes,yes
rea_0f663a6498,mem_65229f6177,attachment and human development,attachment and human development,21,permissive_only,no,yes,yes
rea_2ab055b046,mem_65229f6177,depression,depression,22,permissive_only,no,yes,yes
rea_641b775a61,mem_65229f6177,"teen mental health support can learn from cancer care in ontario, psychologist says",teen mental health support can learn from cancer care in ontario psychologist says,23,permissive_only,no,yes,yes
rea_06af71db62,mem_65229f6177,"pandemic’s toll on mental health of mothers exceeds fears of researchers, lancet study finds",pandemic s toll on mental health of mothers exceeds fears of researchers lancet study finds,24,permissive_only,no,yes,yes
rea_ba44161ebc,mem_622613bf11,cognitive development,cognitive development,0,both,yes,yes,no
rea_3c2690d992,mem_622613bf11,magnetic resonance imaging,magnetic resonance imaging,1,both,yes,yes,no
rea_80f0318717,mem_622613bf11,neurodevelopmental disorders,neurodevelopmental disorders,2,both,yes,yes,no
rea_9f7e67a680,mem_622613bf11,neuroimaging,neuroimaging,3,both,yes,yes,no
rea_91a3503bc2,mem_622613bf11,effects of neurodevelopmental disorders on the brain,effects of neurodevelopmental disorders on the brain,6,both,yes,yes,no
rea_1608e6d38f,mem_622613bf11,effects of learning,effects of learning,7,both,yes,yes,no
rea_9f9450b907,mem_622613bf11,practice on brain activity,practice on brain activity,8,both,yes,yes,no
