position_id,member_id,title,department,faculty,institution,affiliation_type,url,raw_text,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
pos_a8b090332b,mem_750ab2b996,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,4,both,yes,yes,no
pos_e478aff451,mem_750ab2b996,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,5,both,yes,yes,no
pos_30e5e37ed1,mem_750ab2b996,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,6,both,yes,yes,no
pos_58714252b2,mem_750ab2b996,Cumming School of Medicine,Department of Medical Genetics,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Medical Genetics",7,both,yes,yes,no
pos_c19ca2f9ce,mem_750ab2b996,Adjunct Associate Professor,,,,adjunct,,Adjunct Associate Professor,8,both,yes,yes,no
pos_d9ca829b87,mem_750ab2b996,Faculty of Science,Department of Mathematics and Statistics,Faculty Of Science,,,https://science.ucalgary.ca,"Faculty of Science , Department of Mathematics and Statistics",9,both,yes,yes,no
pos_589425ba97,mem_e4ccd8bf83,Professor - Medicine,,,,,,Professor - Medicine,0,both,yes,yes,no
pos_42ea597c48,mem_e4ccd8bf83,Cumming School of Medicine,Department of Physiology and Pharmacology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Physiology and Pharmacology",1,both,yes,yes,no
pos_dab6320cac,mem_e4ccd8bf83,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,2,both,yes,yes,no
pos_a02c2d3814,mem_e4ccd8bf83,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,3,both,yes,yes,no
pos_9c8ee77ad3,mem_e4ccd8bf83,Full Member,,,,,,Full Member,4,both,yes,yes,no
pos_860f58b96b,mem_e4ccd8bf83,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,5,both,yes,yes,no
pos_6f27eda0e6,mem_e4ccd8bf83,Deputy Chair,,,,,,Deputy Chair,6,both,yes,yes,no
pos_52745caf1a,mem_e4ccd8bf83,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,7,both,yes,yes,no
pos_cc1c2b045c,mem_ee14a139dc,Clinical Professor,,,,,,Clinical Professor,0,both,yes,yes,no
pos_9d0d47c021,mem_ee14a139dc,Cumming School of Medicine,,Cumming School Of Medicine,,,,Cumming School of Medicine,1,both,yes,yes,no
pos_6f27ccbc62,mem_ee14a139dc,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_de505c7196,mem_ee14a139dc,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_f29326a35a,mem_ee14a139dc,Hotchkiss Brain Institute,Mathison Centre for Mental Health Research and Education,,,,,"Hotchkiss Brain Institute, Mathison Centre for Mental Health Research and Education",4,both,yes,yes,no
pos_e8f33c80e5,mem_ee14a139dc,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",5,both,yes,yes,no
pos_95fed3ef0f,mem_ab971ed904,Professor,,,,,,Professor,0,both,yes,yes,no
pos_68c16760a3,mem_ab971ed904,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_27ccdffe60,mem_ab971ed904,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,2,both,yes,yes,no
pos_b9fd2a1006,mem_ab971ed904,Full Member,,,,,,Full Member,3,both,yes,yes,no
pos_ae98966164,mem_79f23a1fd5,Clinical Associate Professor,,,,,,Clinical Associate Professor,0,both,yes,yes,no
pos_1eab9191d5,mem_79f23a1fd5,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_88fddb4af4,mem_79f23a1fd5,Adjunct Associate Professor,,,,adjunct,,Adjunct Associate Professor,2,both,yes,yes,no
pos_396b78d1f1,mem_79f23a1fd5,Faculty of Kinesiology,,Faculty Of Kinesiology,,,,Faculty of Kinesiology,3,both,yes,yes,no
pos_fb8d53b5b5,mem_79f23a1fd5,Full Member,,,,,,Full Member,4,both,yes,yes,no
pos_134619b223,mem_79f23a1fd5,McCaig Institute for Bone and Joint Health,,,,,,McCaig Institute for Bone and Joint Health,5,both,yes,yes,no
pos_7e11a45853,mem_79f23a1fd5,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,6,both,yes,yes,no
pos_ce2c2dd931,mem_cf878ce2e9,Professor Emeritus,,,,emeritus,,Professor Emeritus,0,both,yes,yes,no
pos_49f8d8d779,mem_cf878ce2e9,Faculty of Science,Department of Biological Sciences,Faculty Of Science,,,https://science.ucalgary.ca,"Faculty of Science , Department of Biological Sciences",1,both,yes,yes,no
pos_6fa504e567,mem_6a980d0db4,Principal Investigator,,,,,,Principal Investigator,0,both,yes,yes,no
pos_a8aacf3be4,mem_6a980d0db4,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_9592b7d3ad,mem_6a980d0db4,Clinical Associate Professor,,,,,,Clinical Associate Professor,2,both,yes,yes,no
pos_4f7d728c41,mem_6a980d0db4,Full Member,,,,,,Full Member,3,both,yes,yes,no
pos_98e5379f62,mem_6a980d0db4,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,4,both,yes,yes,no
pos_5e1ea0fb2e,mem_6a980d0db4,Lead Adult Spinal Cord Injury Rehabiliation,,,,,,Lead Adult Spinal Cord Injury Rehabiliation,5,both,yes,yes,no
pos_60dd5db357,mem_6a980d0db4,Alberta Health Services,,,,,,Alberta Health Services,6,both,yes,yes,no
pos_b5de2e1dd9,mem_9b324ec216,Full Professor,,,,,,Full Professor,0,both,yes,yes,no
pos_fd5ac3fa61,mem_9b324ec216,Cumming School of Medicine,Department of Community Health Sciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Community Health Sciences",1,both,yes,yes,no
pos_401e733086,mem_3a1d20823e,Assistant Professor,,,,,,Assistant Professor,0,both,yes,yes,no
pos_9413cb42cf,mem_3a1d20823e,Schulich School of Engineering,Department of Biomedical Engineering,Schulich School Of Engineering,,,https://schulich.ucalgary.ca/biomedical,"Schulich School of Engineering, Department of Biomedical Engineering",1,both,yes,yes,no
pos_6d642606cf,mem_3a1d20823e,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_d2daef7790,mem_3a1d20823e,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_d70f6b4611,mem_3a1d20823e,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,4,both,yes,yes,no
pos_39b0db5de6,mem_3a1d20823e,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,5,both,yes,yes,no
pos_b30c5557fe,mem_3a1d20823e,Principle Investigator,,,,,,Principle Investigator,6,both,yes,yes,no
pos_f4bc25bfae,mem_3a1d20823e,Wearable and Bio-integrated Technologies Lab,,,,,,Wearable and Bio-integrated Technologies Lab,7,both,yes,yes,no
pos_ba7caf82ad,mem_3a1d20823e,UCalgary Research Excellence Chair,,,,,,UCalgary Research Excellence Chair,8,both,yes,yes,no
pos_b605d118c2,mem_81c06ea20f,Professor - Medicine,,,,,,Professor - Medicine,0,both,yes,yes,no
pos_cf9e7b9a2f,mem_81c06ea20f,Cumming School of Medicine,Department of Cell Biology and Anatomy,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Cell Biology and Anatomy",1,both,yes,yes,no
pos_521aef7919,mem_81c06ea20f,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_549d651663,mem_81c06ea20f,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_f013605d03,mem_81c06ea20f,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,4,both,yes,yes,no
pos_631f41e712,mem_81c06ea20f,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,5,both,yes,yes,no
pos_5427748f5d,mem_2b973efd83,Professor,,,,,,Professor,0,both,yes,yes,no
pos_d2c539a700,mem_2b973efd83,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",1,both,yes,yes,no
pos_4c77f1e6af,mem_2b973efd83,Adjunct Professor,,,,adjunct,,Adjunct Professor,2,both,yes,yes,no
pos_3d2be6daf5,mem_2b973efd83,Cumming School of Medicine,Department of Cell Biology and Anatomy,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Cell Biology and Anatomy",3,both,yes,yes,no
pos_3971466d0c,mem_2b973efd83,Full Member,,,,,,Full Member,4,both,yes,yes,no
pos_2acd453940,mem_2b973efd83,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,5,both,yes,yes,no
pos_9df2f37505,mem_2b973efd83,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,6,both,yes,yes,no
pos_1090a96f9a,mem_2b973efd83,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,7,both,yes,yes,no
pos_eafce6f45d,mem_2b973efd83,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",8,both,yes,yes,no
pos_6baf37e22b,mem_84f207cee7,Hopewell Profesor of Brain Imaging,,,,,,Hopewell Profesor of Brain Imaging,0,both,yes,yes,no
pos_6f36547d74,mem_84f207cee7,Cumming School of Medicine,Department of Radiology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Radiology",1,both,yes,yes,no
pos_9cc25cef0c,mem_84f207cee7,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",2,both,yes,yes,no
pos_ff6ae304f6,mem_84f207cee7,Scientist,,,,,,Scientist,3,both,yes,yes,no
pos_fdae15bae0,mem_84f207cee7,Seaman Family Magnetic Resonance Research Centre,Foothills Medical Centre,,,,,"Seaman Family Magnetic Resonance Research Centre, Foothills Medical Centre",4,both,yes,yes,no
pos_7838362753,mem_84f207cee7,Deputy Director,,,,,,Deputy Director,5,both,yes,yes,no
pos_39375420cb,mem_84f207cee7,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,6,both,yes,yes,no
pos_dabd0fd13d,mem_84f207cee7,Full Member,,,,,,Full Member,7,both,yes,yes,no
pos_3cf4bd5f13,mem_84f207cee7,Member,,,,,,Member,8,both,yes,yes,no
pos_58f7a07d85,mem_84f207cee7,Libin Cardiovascular Institute,,,,,,Libin Cardiovascular Institute,9,both,yes,yes,no
pos_681f4e035b,mem_c162955191,Professor,,,,,,Professor,0,both,yes,yes,no
pos_2a3fd62aea,mem_c162955191,Cumming School of Medicine,Department of Physiology and Pharmacology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Physiology and Pharmacology",1,both,yes,yes,no
pos_383c1c2eb1,mem_c162955191,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,2,both,yes,yes,no
pos_fadb33683a,mem_c162955191,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,3,both,yes,yes,no
pos_f56bd9a2fd,mem_c162955191,Full Member,,,,,,Full Member,4,both,yes,yes,no
pos_afb82113f5,mem_c162955191,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,5,both,yes,yes,no
pos_deac32ccaf,mem_c162955191,Campus Alberta Neuroscience,,,,,,Campus Alberta Neuroscience,6,both,yes,yes,no
pos_49c6c4200c,mem_bdcc331ca3,Adjunct Associate Professor,,,,adjunct,,Adjunct Associate Professor,0,both,yes,yes,no
pos_501aba2ec4,mem_bdcc331ca3,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",1,both,yes,yes,no
pos_3d64406a5b,mem_bdcc331ca3,Associate Member,,,,associate member,,Associate Member,2,both,yes,yes,no
pos_bbc3930bcf,mem_bdcc331ca3,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_7053cd51d9,mem_0ba27398f2,Full Member,,,,,,Full Member,0,both,yes,yes,no
pos_7d7e761a60,mem_0ba27398f2,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,1,both,yes,yes,no
pos_031dc01db4,mem_f082dc6264,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_a47389d0f8,mem_f082dc6264,Cumming School of Medicine,Department of Family Medicine,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Family Medicine",1,both,yes,yes,no
pos_73dd081f58,mem_0b284f6c80,Professor - Medicine,,,,,,Professor - Medicine,0,both,yes,yes,no
pos_f3e1b505c0,mem_0b284f6c80,Cumming School of Medicine,Department of Radiology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Radiology",1,both,yes,yes,no
pos_519dc9974d,mem_0b284f6c80,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_70c1219b45,mem_0b284f6c80,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_5d2bebb393,mem_e5d438a73d,Emeritus Professor,,,,emeritus,,Emeritus Professor,0,both,yes,yes,no
pos_98fffbf567,mem_e5d438a73d,Cumming School of Medicine,,Cumming School Of Medicine,,,,Cumming School of Medicine,1,both,yes,yes,no
pos_2f3ec725ef,mem_e5d438a73d,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_a9408f3e15,mem_e5d438a73d,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_5edc5714d9,mem_e5d438a73d,Member,,,,,,Member,4,both,yes,yes,no
pos_4c3b0ec6ed,mem_e5d438a73d,Libin Cardiovascular Institute,,,,,,Libin Cardiovascular Institute,5,both,yes,yes,no
pos_a5f72dad4d,mem_4029403411,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_bfc6558442,mem_4029403411,Cumming School of Medicine,,Cumming School Of Medicine,,,,Cumming School of Medicine,1,both,yes,yes,no
pos_d9ceb77f6c,mem_4029403411,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_0ac4a063d0,mem_4029403411,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_55490cf6ef,mem_dd9d2855a1,Associate Professor and Interim Associate Head of Research,,,,,,Associate Professor and Interim Associate Head of Research,0,both,yes,yes,no
pos_ba03f3637b,mem_dd9d2855a1,Schulich School of Engineering,Department of Electrical and Software Engineering,Schulich School Of Engineering,,,https://schulich.ucalgary.ca/electrical-software,"Schulich School of Engineering, Department of Electrical and Software Engineering",1,both,yes,yes,no
pos_9e223041f8,mem_dd9d2855a1,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_55ecf23f3e,mem_dd9d2855a1,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_4c470cb028,mem_dd9d2855a1,Associate Member,,,,associate member,,Associate Member,4,both,yes,yes,no
pos_f542ba8364,mem_dd9d2855a1,McCaig Institute for Bone and Joint Health,,,,,,McCaig Institute for Bone and Joint Health,5,both,yes,yes,no
pos_50c79f8a27,mem_e3c0beb5a0,Professor Emeritus,,,,emeritus,,Professor Emeritus,0,both,yes,yes,no
pos_3aaf9160d8,mem_e3c0beb5a0,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",1,both,yes,yes,no
pos_db5e7fb234,mem_e3c0beb5a0,Associate Member,,,,associate member,,Associate Member,2,both,yes,yes,no
pos_8cf27bbff8,mem_e3c0beb5a0,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_cbb7cc6f51,mem_e11e633737,Clinical Assistant Professor,,,,,,Clinical Assistant Professor,0,both,yes,yes,no
pos_77346b0592,mem_e11e633737,Cumming School of Medicine,Department of Psychiatry,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Psychiatry",1,both,yes,yes,no
pos_20b5ba5a8c,mem_e11e633737,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_e4c442ce6a,mem_e11e633737,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_d73afe775a,mem_e11e633737,Associate Member,,,,associate member,,Associate Member,4,both,yes,yes,no
pos_2406de43cf,mem_e11e633737,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,5,both,yes,yes,no
pos_d81cb109b7,mem_53e913a810,Deputy Provost,,,,,,Deputy Provost,0,both,yes,yes,no
pos_39b249502a,mem_53e913a810,Office of the Provost,,,,,,Office of the Provost,1,both,yes,yes,no
pos_213b658bbf,mem_53e913a810,Associate Member,,,,associate member,,Associate Member,2,both,yes,yes,no
pos_2f51f821d3,mem_53e913a810,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_0dc10cd68c,mem_53e913a810,Full Member,,,,,,Full Member,4,both,yes,yes,no
pos_54266e0fea,mem_53e913a810,The Calvin,Phoebe and Joan Snyder Institute for Chronic Diseases,,,,,"The Calvin, Phoebe and Joan Snyder Institute for Chronic Diseases",5,both,yes,yes,no
pos_30ca7ce18a,mem_38b1f148ac,Sessional Instructor,,,,,,Sessional Instructor,0,both,yes,yes,no
pos_06f6d3f79c,mem_38b1f148ac,Faculty of Social Work,,Faculty Of Social Work,,,,Faculty of Social Work,1,both,yes,yes,no
pos_696685bf4e,mem_38b1f148ac,Adjunct Assistant Professor,,,,adjunct,,Adjunct Assistant Professor,2,both,yes,yes,no
pos_fd26fbbb03,mem_38b1f148ac,Associate Member,,,,associate member,,Associate Member,3,both,yes,yes,no
pos_39fdbf3f77,mem_38b1f148ac,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,4,both,yes,yes,no
pos_abe7431392,mem_38b1f148ac,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,5,both,yes,yes,no
pos_197fc9b9fa,mem_9a7286569d,Clinical Associate Professor,,,,,,Clinical Associate Professor,0,both,yes,yes,no
pos_ef1e3f94e8,mem_9a7286569d,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,1,both,yes,yes,no
pos_fbe4087c6c,mem_9a7286569d,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_b5a4656394,mem_60ca7c3bc6,Professor,,,,,,Professor,0,both,yes,yes,no
pos_6f5df816bd,mem_60ca7c3bc6,Cumming School of Medicine,Department of Cell Biology and Anatomy,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Cell Biology and Anatomy",1,both,yes,yes,no
pos_194433e57e,mem_60ca7c3bc6,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_3cbea19688,mem_60ca7c3bc6,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_6dd8ad0c73,mem_53d8f553c6,Clinical Assistant Professor,,,,,,Clinical Assistant Professor,0,both,yes,yes,no
pos_7d722c37f0,mem_53d8f553c6,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_425bf6dfe4,mem_53d8f553c6,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_e43c424bd4,mem_53d8f553c6,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_3b6a8fbbe3,mem_53d8f553c6,O'Brien Institute for Public Health,,,,,,O'Brien Institute for Public Health,4,both,yes,yes,no
pos_a806bf6e45,mem_53d8f553c6,Member,,,,,,Member,5,both,yes,yes,no
pos_299b8408fe,mem_53d8f553c6,Arnie Charbonneau Cancer Institute,,,,,,Arnie Charbonneau Cancer Institute,6,both,yes,yes,no
pos_c9f4e47c75,mem_544d7ede34,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_61b6a5918b,mem_544d7ede34,Faculty of Kinesiology,,Faculty Of Kinesiology,,,,Faculty of Kinesiology,1,both,yes,yes,no
pos_2ed186571a,mem_544d7ede34,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_1fe0af5652,mem_544d7ede34,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_a8720279b5,mem_cc41b0bf3b,Professor (Teaching & Research),,,,,,Professor (Teaching & Research),0,both,yes,yes,no
pos_995589b7af,mem_cc41b0bf3b,Faculty of Veterinary Medicine,,Faculty Of Veterinary Medicine,,,,Faculty of Veterinary Medicine,1,both,yes,yes,no
pos_97e3d4455e,mem_cc41b0bf3b,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_6b6cce4a84,mem_cc41b0bf3b,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_9c7073f8a8,mem_cc41b0bf3b,The Calvin,Phoebe and Joan Snyder Institute for Chronic Diseases,,,,,"The Calvin, Phoebe and Joan Snyder Institute for Chronic Diseases",4,both,yes,yes,no
pos_d1272f320a,mem_cc41b0bf3b,Adjunct Professor,,,,adjunct,,Adjunct Professor,5,both,yes,yes,no
pos_e308626472,mem_cc41b0bf3b,Cumming School of Medicine,Department of Biochemistry and Molecular Biology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Biochemistry and Molecular Biology",6,both,yes,yes,no
pos_203d43ce60,mem_32fb421d6b,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_15f9ea40b2,mem_32fb421d6b,Cumming School of Medicine,Department of Radiology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Radiology",1,both,yes,yes,no
pos_79d6b15728,mem_32fb421d6b,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",2,both,yes,yes,no
pos_f010c23bba,mem_32fb421d6b,Full Member,,,,,,Full Member,3,both,yes,yes,no
pos_42a3e8486d,mem_32fb421d6b,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,4,both,yes,yes,no
pos_0cd80835ff,mem_935d12576d,Professor,,,,,,Professor,0,both,yes,yes,no
pos_0e485c23a1,mem_935d12576d,Cumming School of Medicine,Department of Cell Biology and Anatomy,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Cell Biology and Anatomy",1,both,yes,yes,no
pos_14022de41e,mem_935d12576d,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_ca612f376e,mem_935d12576d,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_e88d702db3,mem_935d12576d,Arnie Charbonneau Cancer Institute,,,,,,Arnie Charbonneau Cancer Institute,4,both,yes,yes,no
pos_fbe7fc64db,mem_935d12576d,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,5,both,yes,yes,no
pos_188280cd56,mem_b8b5362a3f,Full Professor,,,,,,Full Professor,0,both,yes,yes,no
pos_91128c1f69,mem_b8b5362a3f,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_9b434739f1,mem_b8b5362a3f,Director,,,,,,Director,2,both,yes,yes,no
pos_8e38ccaa8c,mem_b8b5362a3f,Cumming School of Medicine,Clinical Research Unit,Cumming School Of Medicine,,,,"Cumming School of Medicine, Clinical Research Unit",3,both,yes,yes,no
pos_2f6206fea1,mem_b8b5362a3f,Calgary Epilepsy Programme,,,,,,Calgary Epilepsy Programme,4,both,yes,yes,no
pos_966aef071b,mem_b8b5362a3f,Full Member,,,,,,Full Member,5,both,yes,yes,no
pos_fede0a74cb,mem_b8b5362a3f,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,6,both,yes,yes,no
pos_037be9538a,mem_b8b5362a3f,Associate Member,,,,associate member,,Associate Member,7,both,yes,yes,no
pos_40f065c32e,mem_b8b5362a3f,O'Brien Institute for Public Health,,,,,,O'Brien Institute for Public Health,8,both,yes,yes,no
pos_bd2a1afeee,mem_b8b5362a3f,Professor,,,,,,Professor,9,both,yes,yes,no
pos_cb3bb4c0e2,mem_b8b5362a3f,Cumming School of Medicine,Department of Community Health Sciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Community Health Sciences",10,both,yes,yes,no
pos_1c8ae516b3,mem_b8b5362a3f,Cumming School of Medicine,Department of Pediatrics,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Pediatrics",11,both,yes,yes,no
pos_4e89044afb,mem_f84b6f39c0,Associate Member,,,,associate member,,Associate Member,0,both,yes,yes,no
pos_a7217e2262,mem_f84b6f39c0,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,1,both,yes,yes,no
pos_74733bfe72,mem_f84b6f39c0,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,2,both,yes,yes,no
pos_8c105b2fdc,mem_f84b6f39c0,Adjunct Lecturer,,,,adjunct,,Adjunct Lecturer,3,both,yes,yes,no
pos_8cb57ad4de,mem_f84b6f39c0,Cumming School of Medicine,Department of Community Health Sciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Community Health Sciences",4,both,yes,yes,no
pos_5c703d62ca,mem_8a450c06b9,Clinical Professor,,,,,,Clinical Professor,0,both,yes,yes,no
pos_79a34749fc,mem_8a450c06b9,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_0e567bd2b2,mem_8a450c06b9,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_eb3c3575f6,mem_8a450c06b9,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_502bc79f75,mem_587dff4153,Assistant Professor,,,,,,Assistant Professor,0,both,yes,yes,no
pos_42aee17982,mem_587dff4153,Cumming School of Medicine,Department of Pediatrics,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Pediatrics",1,both,yes,yes,no
pos_3eec960d09,mem_587dff4153,Adjunct Assistant Professor,,,,adjunct,,Adjunct Assistant Professor,2,both,yes,yes,no
pos_54d777f552,mem_587dff4153,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",3,both,yes,yes,no
pos_b057f82d18,mem_587dff4153,Developmental Pediatrician,,,,,,Developmental Pediatrician,4,both,yes,yes,no
pos_2c52726741,mem_587dff4153,Alberta Health Services,,,,,,Alberta Health Services,5,both,yes,yes,no
pos_ea72e79183,mem_587dff4153,Full Member,,,,,,Full Member,6,both,yes,yes,no
pos_3f69d61ffb,mem_587dff4153,Hotchkiss Brain Institute,Brain and Mental Health Research Clinics Initiative,,,,,"Hotchkiss Brain Institute, Brain and Mental Health Research Clinics Initiative",7,both,yes,yes,no
pos_2252083ea5,mem_587dff4153,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,8,both,yes,yes,no
pos_b95ab4092c,mem_587dff4153,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",9,both,yes,yes,no
pos_4ad83da366,mem_35a08188c0,Professor - Medicine,,,,,,Professor - Medicine,0,both,yes,yes,no
