education_id,member_id,degree,institution,field_of_study,year,raw_text,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
edu_00738070c8,mem_2b973efd83,B.Sc,University of Lethbridge,B.Sc. Biological Sciences,1981,"B.Sc. Biological Sciences, University of Lethbridge, 1981",2,both,yes,yes,no
edu_290b87b88a,mem_84f207cee7,,University of Waterloo,,1989,"BASc Electrical Engineering, University of Waterloo, 1989",0,both,yes,yes,no
edu_26a80d464f,mem_84f207cee7,Doctor of Philosophy,University of Western Ontario,Doctor of Philosophy Medical Imaging,1994,"Doctor of Philosophy Medical Imaging, University of Western Ontario, 1994",1,both,yes,yes,no
edu_b4e49d2ad7,mem_84f207cee7,,University of Wisconsin-Madison,,1996,"Post-doctoral Fellowship Medical Physics and Radiology, University of Wisconsin-Madison, 1996",2,both,yes,yes,no
edu_e18f05cf3b,mem_c162955191,Ph.D,University of Glasgow,Ph.D Neurobiology,1992,"Ph.D Neurobiology, University of Glasgow, Scotland, 1992",0,both,yes,yes,no
edu_995254da46,mem_c162955191,B.Sc,University of Sussex,B.Sc (Honors) Neurobiology,1989,"B.Sc (Honors) Neurobiology, University of Sussex, United Kingdom, 1989",1,both,yes,yes,no
edu_8ccec82631,mem_f082dc6264,B.A,Dalhousie University,B.A. Social Anthropology,2003,"B.A. Social Anthropology, Dalhousie University, 2003",0,both,yes,yes,no
edu_abbe18fc62,mem_f082dc6264,Doctor of Philosophy,,Université de Montréal,2013,"Doctor of Philosophy , Université de Montréal, 2013",1,both,yes,yes,no
edu_d816dc6d50,mem_f082dc6264,M.A,Dalhousie University,M.A. Social Anthropology,2005,"M.A. Social Anthropology, Dalhousie University, 2005",2,both,yes,yes,no
edu_5a470f289a,mem_0b284f6c80,,Bachelor of Medical Science University of Alberta,,1982,"Bachelor of Medical Science University of Alberta, 1982",0,both,yes,yes,no
edu_0aafce84a4,mem_0b284f6c80,,Doctor of Medicine University of Alberta,,1984,"Doctor of Medicine University of Alberta, 1984",1,both,yes,yes,no
edu_603522c28d,mem_0b284f6c80,,Royal College of Physicians and Surgeons of Canada,,1989,"FRCPC Diagnostic Radiology, Royal College of Physicians and Surgeons of Canada, 1989",2,both,yes,yes,no
edu_09be17b3ee,mem_0b284f6c80,,University of California,,1991,"Fellowship Diagnostic Neuroradiology, University of California, San Francisco, 1991",3,both,yes,yes,no
edu_0f335c3f07,mem_0b284f6c80,,,,1989,"Diplomate of the American Board of Radiology Diagnostic Radiology, American Board of Radiology, 1989",4,both,yes,yes,no
edu_7116104f40,mem_e5d438a73d,B.Sc,University of Adelaide,B.Sc.(Hons First Class) Zoology,1966,"B.Sc.(Hons First Class) Zoology, University of Adelaide, 1966",0,both,yes,yes,no
edu_f153a99b8b,mem_e5d438a73d,Doctor of Philosophy,Washington State University,Doctor of Philosophy Zoophysiology,1973,"Doctor of Philosophy Zoophysiology, Washington State University, 1973",1,both,yes,yes,no
edu_8b86099610,mem_4029403411,,University of Havana,,2003,"B.S. Nuclear Physics, University of Havana, 2003",0,both,yes,yes,no
edu_fb0b1598c9,mem_4029403411,Doctor of Philosophy,Cuban Neuroscience Centre,Doctor of Philosophy Physics,2009,"Doctor of Philosophy Physics, Cuban Neuroscience Centre, 2009",1,both,yes,yes,no
edu_a538215a35,mem_dd9d2855a1,PhD,University of Campinas (UNICAMP),PhD Computer Engineering,2017,"PhD Computer Engineering, University of Campinas (UNICAMP), 2017",0,both,yes,yes,no
edu_531b35dbaf,mem_dd9d2855a1,MSc,,MSc Computer Engineering,2014,"MSc Computer Engineering, UNICAMP, 2014",1,both,yes,yes,no
edu_e2cd6439ad,mem_dd9d2855a1,BSc,Federal University of Pará,BSc Electrical Engineering,2012,"BSc Electrical Engineering, Federal University of Pará, 2012",2,both,yes,yes,no
edu_8edc2505c4,mem_e11e633737,,one in Addiction Medicine and one in Pain Medicine. He is a clinical assistant professor with the departments of Psychiatry and Surgery at the Cumming School of Medicine,,,"Dr. Tanguay is a psychiatrist who completed two fellowships, one in Addiction Medicine and one in Pain Medicine. He is a clinical assistant professor with the departments of Psychiatry and Surgery at the Cumming School of Medicine, University of Calgary. Dr. Tanguay is the co-founder, developer, and Chief Medical Officer of The Newly Institute, a rehabilitation and return to work program dedicated to providing medical and psychological intervention for people living with mental health disorders such as PTSD, depression, anxiety, addiction, and chronic pain with evidence-based psychotherapy and trauma-focused therapy.",0,both,yes,yes,no
edu_b999768cae,mem_e11e633737,,and the Transitional Outpatient Pain Program for Spine (TOPPS) clinic with Caleo Health and the University of Calgary and is renowned for his innovation in creating clinical programs for complex chronic medical and psychiatric illnesses. He was also the Provincial Medical Lead for Addiction Education for Alberta Health Services (AHS) where he helped develop award winning CME programs for physicians and health care practitioners.,,,"Dr. Tanguay is the co-chair of the internationally recognized Alberta Pain Strategy and helps lead the Alberta Virtual Pain Program implementation. He is the founder of the Opioid Deprescribing Program with AHS, the Rapid Access Addiction Medicine (RAAM) Community Clinic with AHS, and the Transitional Outpatient Pain Program for Spine (TOPPS) clinic with Caleo Health and the University of Calgary and is renowned for his innovation in creating clinical programs for complex chronic medical and psychiatric illnesses. He was also the Provincial Medical Lead for Addiction Education for Alberta Health Services (AHS) where he helped develop award winning CME programs for physicians and health care practitioners.",1,both,yes,yes,no
edu_5361afe7bc,mem_e11e633737,,Dr. Tanguay has been recognized for his work and is the 2021 Royal College of Physicians and Surgeons of Canada recipient of the Early Career Leadership Award,,2021,"Dr. Tanguay has been recognized for his work and is the 2021 Royal College of Physicians and Surgeons of Canada recipient of the Early Career Leadership Award, was inducted into the University of Lethbridge Alumni Honour Society, and is a recipient of the Queen Elizabeth II Platinum Jubilee Medal.",2,both,yes,yes,no
edu_518c4bd6dd,mem_e11e633737,,,,,"Dr. Tanguay is member of the Calgary Police Commission, recently appointed for a 3-year term. He is the Co-Chair of the Western Canadian Addiction Forum and director of the Canadian Addiction Counsel. Dr. Tanguay has been heavily involved in health policy including helping to lead the Alberta Psychedelic Legislative Committee and the Alberta Safe Supply Legislative Committee. He is a member of the Alberta Recovery Expert Advisory Panel leading the implementation of the Recovery Orientated System of Care. He is a member of the Public Health Emergencies Governance Review Panel for the Government of Alberta and was a member of the Supervised Consumption Review Committee. He also sits on the Policy Committee for the Canadian Society of Addiction medicine (CSAM).",3,both,yes,yes,no
edu_806a627b67,mem_e11e633737,,and psychedelics and is a member of the Hotchkiss Brain Institute and the Mathison Centre for Mental Health Research & Education at the University of Calgary.,,,"Academically, he is involved in research in trauma, addiction, chronic pain, opioids, cannabis, and psychedelics and is a member of the Hotchkiss Brain Institute and the Mathison Centre for Mental Health Research & Education at the University of Calgary.",4,both,yes,yes,no
edu_0b27ced31d,mem_53e913a810,,,,2023,"Dr. Yates was appointed as Deputy Provost effective September 1, 2023. Prior to this appointment he served as dean and vice-provost (graduate studies) from 2019-2023.",0,both,yes,yes,no
edu_79f4aeba67,mem_53e913a810,PhD,Dr. Yates pursued his PhD at Cornell University on a Fulbright Postgraduate Scholarship in 2003. He completed his doctorate in 2006 and followed with a postdoctoral fellowship in biomedical science at Cornell. He earned a Master of Tertiary Education Management from the University of Melbourne in 2015 that allowed him to explore the management and leadership of universities from a scholarly perspective. Dr. Yates also holds a Bachelor of Veterinary Science and a Bachelor of Science in Microbiology from the University of Queensland.,After practicing as a veterinarian in Australia,2003,"After practicing as a veterinarian in Australia, Dr. Yates pursued his PhD at Cornell University on a Fulbright Postgraduate Scholarship in 2003. He completed his doctorate in 2006 and followed with a postdoctoral fellowship in biomedical science at Cornell. He earned a Master of Tertiary Education Management from the University of Melbourne in 2015 that allowed him to explore the management and leadership of universities from a scholarly perspective. Dr. Yates also holds a Bachelor of Veterinary Science and a Bachelor of Science in Microbiology from the University of Queensland.",1,both,yes,yes,no
edu_b3f3948cfc,mem_53e913a810,,Dr. Yates joined UCalgary in 2008 with a joint appointment to the Faculty of Veterinary Medicine and the Cumming School of Medicine (CSM). He continues to lead a research group at CSM in the field of immunology. With funding from NSERC,,2008,"Dr. Yates joined UCalgary in 2008 with a joint appointment to the Faculty of Veterinary Medicine and the Cumming School of Medicine (CSM). He continues to lead a research group at CSM in the field of immunology. With funding from NSERC, CIHR and philanthropic organizations, his team researches the interface of innate and adaptive immunity with implications to aging, infectious disease and autoimmune disorders, such as multiple sclerosis. During his time at UCalgary, Dr. Yates has taken on expanded administrative roles including associate dean (students) and senior associate dean in the Faculty of Graduate Studies before taking on the role as interim dean, and then dean and vice-provost in 2019 and 2020 respectively.",2,both,yes,yes,no
edu_e8936eb592,mem_53e913a810,,awards for graduate supervision and mentorship from the Cumming School of Medicine and Faculty of Graduate Studies,,2020,"Dr. Yates has received numerous awards for his achievements, including awards for Research Excellence and Teaching Excellence from the Faculty of Veterinary Medicine, awards for graduate supervision and mentorship from the Cumming School of Medicine and Faculty of Graduate Studies, and the GSA Champion Award for 2020. He was previously named in Avenue Magazine's Top 40 under 40 in Calgary.",3,both,yes,yes,no
edu_352ac8cd4c,mem_9a7286569d,,2010 College of Physicians and Surgeons (Alberta) – Full Licensure,,2010,2010 College of Physicians and Surgeons (Alberta) – Full Licensure,0,both,yes,yes,no
edu_ce309a1f04,mem_9a7286569d,,,,2004,2004 Board Certified Diplomate of the American Board of PM&R,1,both,yes,yes,no
edu_2d9f2404f3,mem_9a7286569d,,2003-2010 College of Physicians and Surgeons (Saskatchewan) – Full Licensure,,2003,2003-2010 College of Physicians and Surgeons (Saskatchewan) – Full Licensure,2,both,yes,yes,no
edu_c2b0c6f0ba,mem_9a7286569d,,,,2003,2003 FRCP(C) Physical Medicine and Rehabilitation (PM&R),3,both,yes,yes,no
edu_6d7fa5c234,mem_9a7286569d,,,,2003,2003 Canadian Society of Clinical Neurophysiologists EMG Certification,4,both,yes,yes,no
edu_993b520d98,mem_60ca7c3bc6,B.Sc,Queen's University,B.Sc(H). Biological Sciences,1994,"B.Sc(H). Biological Sciences, Queen's University, 1994",0,both,yes,yes,no
edu_fe42a16f17,mem_60ca7c3bc6,Doctor of Philosophy,McMaster University,Doctor of Philosophy Biological Sciences,2000,"Doctor of Philosophy Biological Sciences, McMaster University, 2000",1,both,yes,yes,no
edu_b443df264c,mem_53d8f553c6,,Dr. Ronda Lun did her medical school training at the University of Calgary. She completed her Adult Neurology residency at the University of Ottawa,,2025,"Dr. Ronda Lun did her medical school training at the University of Calgary. She completed her Adult Neurology residency at the University of Ottawa, while enrolled in the Clinical Investigator Program, allowing her to obtain a Masters of Science Epidemiology and Biostatistics degree. She obtained an ACGME-accredited fellowship in Vascular Neurology through Stanford University and was awarded the highly competitive CIHR Fellowship award to support her fellowship training. She has published 56 peer-reviewed articles in scientific journals to date, with 26 first author publications. She has been invited to speak at multiple international conferences, including the International Stroke Conference, and the 2025 American Academy of Neurology conference as a plenary session speaker. She has also been the recipient of multiple competitive awards at a national and international level. Her research interests include cancer and stroke, intracerebral hemorrhage, and stroke clinical trials.",0,both,yes,yes,no
edu_9788afd738,mem_544d7ede34,Doctor of Philosophy,McMaster University,Doctor of Philosophy Psychology,2013,"Doctor of Philosophy Psychology, Neuroscience & Behaviour, McMaster University, 2013",0,both,yes,yes,no
edu_2f58cf43f9,mem_544d7ede34,B.A,McMaster University,B.A. Psychology,2008,"B.A. Psychology, Neuroscience & Behaviour, McMaster University, 2008",1,both,yes,yes,no
edu_13a6cf9421,mem_cc41b0bf3b,Doctor of Philosophy,Munich Technical University,Doctor of Philosophy Molecular Biotechnology,2009,"Doctor of Philosophy Molecular Biotechnology, Munich Technical University, 2009",0,both,yes,yes,no
edu_d5f04194f2,mem_cc41b0bf3b,M.Sc,Munich Technical University,M.Sc. Molecular Biotechnology,2008,"M.Sc. Molecular Biotechnology, Munich Technical University, 2008",1,both,yes,yes,no
edu_6bdf903097,mem_cc41b0bf3b,B.Sc,,B.Sc. Molecular Biology,2006,"B.Sc. Molecular Biology, Johannes Gutenberg U (Mainz), 2006",2,both,yes,yes,no
edu_39c1a09e51,mem_32fb421d6b,,,,1995,"Bach of Eng Sci , Tec de Monterrey (Mexico), 1995",0,both,yes,yes,no
edu_d286b327b8,mem_32fb421d6b,Doctor of Philosophy,,Institut National des Sciences Appliquées de Lyon,2005,"Doctor of Philosophy , Institut National des Sciences Appliquées de Lyon , 2005",1,both,yes,yes,no
edu_ec8d5f135b,mem_32fb421d6b,,,,2001,"M.S. , Institut National des Sciences Appliquées de Lyon , 2001",2,both,yes,yes,no
edu_9844c15035,mem_935d12576d,B.Sc,McGill University,B.Sc. Biochemistry,1978,"B.Sc. Biochemistry, McGill University, 1978",0,both,yes,yes,no
edu_a6e3508799,mem_935d12576d,Ph.D,University of Calgary,Ph.D. Chemistry,1983,"Ph.D. Chemistry, University of Calgary, 1983",1,both,yes,yes,no
edu_d87c35ceb7,mem_b8b5362a3f,,University of Guadalajara,,1983,"Doctor of Medicine Medicine, University of Guadalajara, 1983",0,both,yes,yes,no
edu_a5194340df,mem_b8b5362a3f,M.Sc,McMaster University,M.Sc. Clinical Epidemiology,1993,"M.Sc. Clinical Epidemiology, McMaster University, 1993",1,both,yes,yes,no
edu_ce96ff2a84,mem_8a450c06b9,,University of Calgary,,1995,"Doctor of Medicine Medicine, University of Calgary, 1995",0,both,yes,yes,no
edu_5be40350fa,mem_8a450c06b9,Doctor of Philosophy,McMaster University,Doctor of Philosophy Medicine,1992,"Doctor of Philosophy Medicine, McMaster University, 1992",1,both,yes,yes,no
edu_5834abaf88,mem_8a450c06b9,,,,,"FRCPC Neurology, DCNS, Calgary,",2,both,yes,yes,no
edu_4a9bc024fc,mem_587dff4153,,Acadia University,,,"BScH Biology, Acadia University,",0,both,yes,yes,no
edu_7c194e17ad,mem_587dff4153,MD,University of Calgary,MD PhD Neuroscience,,"MD PhD Neuroscience, University of Calgary,",1,both,yes,yes,no
edu_5226631df6,mem_587dff4153,,Royal College of Physicians and Surgeons of Canada,,,"FRCPC Pediatrics and Developmental Pediatrics, Royal College of Physicians and Surgeons of Canada,",2,both,yes,yes,no
edu_25d85bfcf2,mem_587dff4153,,,,,"My research focuses on children with neurodevelopmental disorders (NDDs) such as intellectual disability, autism, and ADHD. My lab, The Precision Neurodevelopment Lab, uses trailblazing precision medicine approaches to help children and youth with NDDs and their families live better everyday lives. We strive to find answers to unresolved questions rooted in the real-life problems faced by these children and youth through inclusive and equitable research, backed by cutting edge techniques.",3,both,yes,yes,no
edu_4aafae2352,mem_35a08188c0,BSc,McGill University,BSc. Honours neurophysiology,1987,"BSc. Honours neurophysiology, McGill University, 1987",0,both,yes,yes,no
edu_da78b4d2b7,mem_35a08188c0,Doctor of Philosophy,McGill University,Doctor of Philosophy Neurophysiology,1992,"Doctor of Philosophy Neurophysiology, McGill University, 1992",1,both,yes,yes,no
edu_93f982d047,mem_35a08188c0,,University of California,,1993,"PDF Developmental Neurobiology, University of California, UCSD, 1993",2,both,yes,yes,no
edu_84435f5697,mem_c6249ccf21,,State University of New York,,2011,"Master's Degree Epidemiology, State University of New York, 2011",0,both,yes,yes,no
edu_d970edc317,mem_c6249ccf21,,State University of New York,,2010,"Fellowship Research Fellowship in Cognition and Multiple Sclerosis, State University of New York, 2010",1,both,yes,yes,no
edu_c19b1468b3,mem_c6249ccf21,,University of Western Ontario,,2008,"FRCPC Neurology Residency, University of Western Ontario, 2008",2,both,yes,yes,no
edu_d34e9e5691,mem_c6249ccf21,MD,University of Calgary,MD Medicine,2002,"MD Medicine, University of Calgary, 2002",3,both,yes,yes,no
edu_30f88d3185,mem_c6249ccf21,,Queen's University,,1998,"BScH Life Sciences, Queen's University, 1998",4,both,yes,yes,no
edu_4c1e4c40e2,mem_4f4215a32e,,University of Toronto,,2016,"BASc Engineering Science , University of Toronto, 2016",0,both,yes,yes,no
edu_a3d6f2f3a6,mem_4f4215a32e,PhD,University of Toronto,PhD Biomedical Engineering,2021,"PhD Biomedical Engineering, University of Toronto, 2021",1,both,yes,yes,no
edu_8029d1e776,mem_9afdacf59c,M.Sc,University of Alberta,B.M.Sc. Bachelor of Medical Sciences,1984,"B.M.Sc. Bachelor of Medical Sciences, University of Alberta, 1984",0,both,yes,yes,no
edu_ce3bafcdd6,mem_9afdacf59c,,University of Alberta,,1986,"Doctor of Medicine Medicine, University of Alberta, 1986",1,both,yes,yes,no
edu_fada8e1170,mem_9afdacf59c,Doctor of Philosophy,University of Calgary,Doctor of Philosophy Epidemiology & PubHealth,1994,"Doctor of Philosophy Epidemiology & PubHealth, University of Calgary, 1994",2,both,yes,yes,no
edu_484db3197d,mem_53bdbb7000,BSc,Memorial University of Newfoundland,BSc Honors Biochemistry,2005,"BSc Honors Biochemistry , Memorial University of Newfoundland, 2005",0,both,yes,yes,no
edu_39618498e1,mem_53bdbb7000,PhD,University of Ottawa,PhD Biochemistry,2009,"PhD Biochemistry, University of Ottawa, 2009",1,both,yes,yes,no
edu_7568da84d9,mem_53bdbb7000,,Ottawa Hospital Research Insitute,,2011,"Postdoctoral Fellowship Neuroscience, Ottawa Hospital Research Insitute, 2011",2,both,yes,yes,no
edu_c018805c7b,mem_53bdbb7000,,Sanford Burnham Prebys Research Institute,,2014,"Postdoctoral Fellowship Neuroscience, Neurodevelopment, Parkinson's Disease, Sanford Burnham Prebys Research Institute, 2014",3,both,yes,yes,no
edu_7bae2838b5,mem_418b15747e,PhD,Dr. Sean Dukelow is a Professor in the Department of Clinical Neuroscience at the University of Calgary and is the Medical Director of Stroke Rehabilitation for the Calgary Stroke Program. He is a physician specialist in Physical Medicine and Rehabilitation and a PhD in Neuroscience. He acts as the Research Director for the Physical Medicine and Rehabilitation residency training program. His research interests include: 1) the development of robotic assessment tools to accurately quantify sensory,motor and cognitive function and recovery after stroke and concussion 2) improving understanding of brain function and neuroplasticity after stroke using tools such as robotics and neuroimaging techniques 3) the development of novel robotic rehabilitation techniques for therapies for individuals with neurologic disorders and 4) the use of non-invasive brain stimulation to enhance sensory,,"Dr. Sean Dukelow is a Professor in the Department of Clinical Neuroscience at the University of Calgary and is the Medical Director of Stroke Rehabilitation for the Calgary Stroke Program. He is a physician specialist in Physical Medicine and Rehabilitation and a PhD in Neuroscience. He acts as the Research Director for the Physical Medicine and Rehabilitation residency training program. His research interests include: 1) the development of robotic assessment tools to accurately quantify sensory, motor and cognitive function and recovery after stroke and concussion 2) improving understanding of brain function and neuroplasticity after stroke using tools such as robotics and neuroimaging techniques 3) the development of novel robotic rehabilitation techniques for therapies for individuals with neurologic disorders and 4) the use of non-invasive brain stimulation to enhance sensory, motor and language recovery after stroke 5) The conduct of clinical trials to enhance recovery after stroke.",0,both,yes,yes,no
edu_87189867ed,mem_ff28df9a18,B.Sc.,Queen's University,B.Sc.H. Biology,1993,"B.Sc.H. Biology, Queen's University, 1993",0,both,yes,yes,no
edu_c461fe67de,mem_ff28df9a18,M.Sc,Queen's University,M.Sc. Physiology,1995,"M.Sc. Physiology, Queen's University, 1995",1,both,yes,yes,no
edu_fb874cb172,mem_ff28df9a18,Ph.D,McGill University,Ph.D. Neuroscience,2001,"Ph.D. Neuroscience, McGill University, 2001",2,both,yes,yes,no
edu_b8291a5135,mem_ff28df9a18,,The Scripps Research Institute,,2001,"PDF Neuropharmacology, The Scripps Research Institute, 2001",3,both,yes,yes,no
edu_10851e88ee,mem_ff28df9a18,,Stanford University,,2008,"PDF Neurology and Neurological Sciences, Stanford University, 2008",4,both,yes,yes,no
edu_f573667fc0,mem_7775deb1e5,,Dalhousie University,,1986,"B.S. Psychology, Dalhousie University, 1986",0,both,yes,yes,no
edu_68dfcb5c77,mem_7775deb1e5,Doctor of Philosophy,University of Ottawa,Doctor of Philosophy Psychology,1998,"Doctor of Philosophy Psychology, University of Ottawa, 1998",1,both,yes,yes,no
edu_b9225070d9,mem_7775deb1e5,M.A,Carleton University,M.A. Psychology,1993,"M.A. Psychology, Carleton University, 1993",2,both,yes,yes,no
edu_eeaaf23b81,mem_83852004c1,,University of Edinburgh,,1997,"MBChB Medicine, University of Edinburgh, 1997",0,both,yes,yes,no
edu_e100e21594,mem_83852004c1,BSc,University of Edinburgh,BSc Pathology,1995,"BSc Pathology, University of Edinburgh, 1995",1,both,yes,yes,no
edu_df159046b0,mem_83852004c1,MD,MD University of Edinburgh,,2005,"MD University of Edinburgh, 2005",2,both,yes,yes,no
edu_782226d37d,mem_83852004c1,Msc,London School of Hygiene and Tropical Medicine,Msc (with distinction) Clinical Trials,2013,"Msc (with distinction) Clinical Trials , London School of Hygiene and Tropical Medicine, 2013",3,both,yes,yes,no
edu_b8c7016142,mem_6d98d2c6bc,BSc,University of Toronto,BSc. Pharmacy,1966,"BSc. Pharmacy, University of Toronto, 1966",0,both,yes,yes,no
edu_e7bdec10d0,mem_6d98d2c6bc,Doctor of Philosophy,University of Toronto,Doctor of Philosophy Pharmacology,1971,"Doctor of Philosophy Pharmacology, University of Toronto, 1971",1,both,yes,yes,no
edu_ffcea19142,mem_6d98d2c6bc,MSc,University of Toronto,MSc. Pharmacology,1969,"MSc. Pharmacology, University of Toronto, 1969",2,both,yes,yes,no
edu_b5981ada67,mem_65229f6177,Bachelor of Science,Trent University,Bachelor of Science Psychology,1999,"Bachelor of Science Psychology, Trent University, 1999",0,both,yes,yes,no
edu_eebda6bfec,mem_65229f6177,Master of Arts,University of Western Ontario,Master of Arts - Masters Developmental Psychology,2001,"Master of Arts - Masters Developmental Psychology, University of Western Ontario, 2001",1,both,yes,yes,no
edu_884c5c1508,mem_65229f6177,,University of Western Ontario,,2007,"Doctorate of Philosophy Clinical Psychology, University of Western Ontario, 2007",2,both,yes,yes,no
edu_a405bff6fd,mem_65229f6177,,The Hospital for Sick Children,,2010,"Postdoctoral Fellowship Psychology, The Hospital for Sick Children, 2010",3,both,yes,yes,no
edu_2d3414f407,mem_65229f6177,,University of Toronto,,2015,"Banting Postdoctoral Fellowship Psychology, University of Toronto, 2015",4,both,yes,yes,no
edu_1ca5778c6f,mem_622613bf11,,University of Waterloo,,2003,"B.S. Computer Engineering, University of Waterloo, 2003",0,both,yes,yes,no
edu_1eb9938c48,mem_622613bf11,Doctor of Philosophy,California Institute of Technology,Doctor of Philosophy Computation and Neural Systems,2008,"Doctor of Philosophy Computation and Neural Systems, California Institute of Technology, 2008",1,both,yes,yes,no
edu_b64d69b72d,mem_cd038775a0,B.A,University of Calgary,B.A. Psychology,2001,"B.A. Psychology, University of Calgary, 2001",0,both,yes,yes,no
edu_b12633dd34,mem_cd038775a0,,University of Lethbridge,,2005,"M.S. Neuroscience, University of Lethbridge, 2005",1,both,yes,yes,no
edu_dc5e03620e,mem_cd038775a0,Doctor of Philosophy,University of Lethbridge,Doctor of Philosophy Neuroscience,2010,"Doctor of Philosophy Neuroscience, University of Lethbridge, 2010",2,both,yes,yes,no
edu_51726fcc26,mem_da080c48f2,MD,,MD Medicine,1996,"MD Medicine, McMaster, 1996",0,both,yes,yes,no
edu_591752fb8b,mem_da080c48f2,,,,2000,"FRCPC Physical Medicine and Rehabilitation, McMaster, 2000",1,both,yes,yes,no
edu_6928c91d09,mem_fb9b9dd954,B.Sc,University of Victoria,B.Sc. Biology,1994,"B.Sc. Biology, University of Victoria, 1994",0,both,yes,yes,no
edu_a11a20e3c2,mem_fb9b9dd954,M.Sc,University of Manitoba,M.Sc. Pharmacology,1997,"M.Sc. Pharmacology, University of Manitoba, 1997",1,both,yes,yes,no
edu_5ca8903124,mem_fb9b9dd954,Doctor of Philosophy,University of Sydney,Doctor of Philosophy Neuropharmacology,2002,"Doctor of Philosophy Neuropharmacology, University of Sydney, 2002",2,both,yes,yes,no
edu_7ba06ebb30,mem_c921b46f9f,PhD,University of Alberta,PhD Sociology,2008,"PhD Sociology, University of Alberta, 2008",0,both,yes,yes,no
edu_324a95fa5b,mem_077e050839,MD,Epidemiologist/Researcher in the Department of Emergency Medicine (@uofcemresearch) and Clinical Assistant Professor at the Cumming School of Medicine,Dr. Stephanie Vandenberg is an emergency physician in the Calgary Zone,,"Dr. Stephanie Vandenberg is an emergency physician in the Calgary Zone, Epidemiologist/Researcher in the Department of Emergency Medicine (@uofcemresearch) and Clinical Assistant Professor at the Cumming School of Medicine, University of Calgary. She received her MD from the University of Toronto and holds a Bachelor of Arts & Science from McMaster University with a Minor in Biochemistry and a thesis in Paediatric HIV. She completed a Master’s of Science in Epidemiology at the London School of Hygiene and Tropical Medicine and performed a subgroup analysis of the WOMAN trial data (tranexamic acid in postpartum hemorrhage) for her graduate project.",0,both,yes,yes,no
edu_565af56e88,mem_077e050839,,,,,"Stephanie uses a “research for advocacy” framework to engage discussions on health systems, harm reduction, and ways to improve vulnerable populations’ health outcomes using principles of community based research and information design/visualization. She is currently co-leading a project to better support people who use crystal methamphetamine and use the emergency department when experiencing a behavioural crisis as well as the staff who care for them. She is an advocate for including people with lived experience of addictions as a part of healthcare teams and is working on creating space for recovery coaches in the Emergency Department.",1,both,yes,yes,no
edu_52d97595e2,mem_d4fd16a2fe,,University of Guelph,,1994,"B.S. Biological Sciences, University of Guelph, 1994",0,both,yes,yes,no
edu_232c394044,mem_d4fd16a2fe,,McMaster University,,1997,"Doctor of Medicine Medicine, McMaster University, 1997",1,both,yes,yes,no
edu_15a20e0d01,mem_b738ee42b4,PhD,University of Bath,PhD Athlete monitoring,2019,"PhD Athlete monitoring, injury epidemiology and injury prevention, University of Bath, UK, 2019",0,both,yes,yes,no
edu_0db38af092,mem_b738ee42b4,BSc,Dublin City University,BSc Sports Science and Health,2014,"BSc Sports Science and Health, Department for Health and Human Performance, Dublin City University, Ireland, 2014",1,both,yes,yes,no
edu_a0504bc5d5,mem_684e36a1b2,,McMaster University,,1989,"B.S. Biochemistry, McMaster University, 1989",0,both,yes,yes,no
edu_ffd0ce1e38,mem_684e36a1b2,,University of Toronto,,1993,"Doctor of Medicine Medicine, University of Toronto, 1993",1,both,yes,yes,no
edu_44654d229f,mem_684e36a1b2,Doctor of Philosophy,University of Toronto,Doctor of Philosophy Medicine,2002,"Doctor of Philosophy Medicine, University of Toronto, 2002",2,both,yes,yes,no
edu_07c9d81d5e,mem_88d32b9f14,BSc,McGill University,BSc Biology,,"BSc Biology, McGill University,",0,both,yes,yes,no
edu_bd4a2e5929,mem_88d32b9f14,MSc,McGill University,MSc Biology,,"MSc Biology, McGill University,",1,both,yes,yes,no
edu_33bcf9d425,mem_88d32b9f14,PhD,McGill University,PhD Pharmacology,,"PhD Pharmacology, McGill University,",2,both,yes,yes,no
edu_4d8e41067b,mem_88d32b9f14,MD,McGill University,MD CM Medicine,,"MD CM Medicine, McGill University,",3,both,yes,yes,no
edu_715667b088,mem_88d32b9f14,,Salk Institute,,,"Postdoctoral fellowship Computational Neuroscience, Salk Institute,",4,both,yes,yes,no
edu_8555a0d943,mem_61578b7504,Bachelor of Arts,The University of Manitoba,Bachelor of Arts Honours Psychology,1988,"Bachelor of Arts Honours Psychology, The University of Manitoba, 1988",0,both,yes,yes,no
edu_a9b7599bff,mem_61578b7504,Master of Arts,Concordia University,Master of Arts Applied Psychology,1990,"Master of Arts Applied Psychology, Concordia University, 1990",1,both,yes,yes,no
edu_a114683119,mem_61578b7504,PhD,Concordia University,PhD Clinical Psychology,1996,"PhD Clinical Psychology, Concordia University, 1996",2,both,yes,yes,no
edu_12f76997e7,mem_39fb2e4858,BSc,State University of Informatics and Radioelectronics,BSc/MSc in Electrical Engineering Electrical and Computer Engineering,1989,"BSc/MSc in Electrical Engineering Electrical and Computer Engineering, State University of Informatics and Radioelectronics, Minsk, 1989",0,both,yes,yes,no
edu_b7a48fd778,mem_39fb2e4858,Doctor of Philosophy,State University of Informatics and Radioelectronics,Doctor of Philosophy Electrical Engineering,1992,"Doctor of Philosophy Electrical Engineering, State University of Informatics and Radioelectronics, Minsk, 1992",1,both,yes,yes,no
